,HOM_total,HOM_entertainment,HOM_entertainment_freq,HOM_food_dining,HOM_food_dining_freq,HOM_gas_transport,HOM_gas_transport_freq,HOM_health_fitness,HOM_health_fitness_freq,HOM_home,HOM_home_freq,HOM_kids_pets,HOM_kids_pets_freq,HOM_personal_care,HOM_personal_care_freq,HOM_travel,HOM_travel_freq,next_HOM_total,gender,HOM_grocery,HOM_grocery_freq,HOM_misc,HOM_misc_freq,HOM_shopping,HOM_shopping_freq,age,Cluster
0,-0.11023881634226884,-0.4612558166173865,-0.21025485737270203,-0.9646974201186662,-0.22272383991157058,0.6315056887187973,0.7210714652088975,-0.29255388656463593,-0.13614596095727752,0.04794338785493599,0.13520253753494071,0.2027911425632984,0.22843912303921743,0.3836808435255802,0.5479906189348258,-0.5119686224024165,-0.5078761904054738,-0.10879554580582987,-0.9868703275903381,-0.05459525408398393,0.09986883911508003,-0.3534961367719646,-0.0360514618827607,0.10386280921341093,0.18106453104521902,-0.8301081391805366,1
1,-0.0237404032733282,0.04924943294133891,0.40134239053752996,1.6088942599949032,0.5426347319556147,0.243571477212207,0.06851853185131442,-0.24611709679679333,-0.13614596095727752,0.49945648080127586,0.3474045282927192,1.0682716317169934,0.1940691605338969,0.5031530724019796,0.45999091267030445,-0.4946438515346515,0.6194716489817699,0.0004651923291368405,1.013304354222222,-0.1401184981697665,-0.032040253788393244,-0.20286436953301373,-0.06856671133848158,-0.5116258821182675,-0.12321725027348085,1.6176356335363282,1
2,-0.8709190578156504,-0.9482067870234924,-1.0345815828169278,-1.1074312691868473,-1.2814698643278435,-0.9358705825589697,-0.8278453875959153,-1.0990069204684336,-1.0765996547005439,-1.1910947340353681,-1.2188482606337412,-1.2864570541286218,-1.1119894146682834,-0.9328993319339011,-1.010861320608123,1.875608632218255,-1.038392820705353,-0.8765806418243911,1.013304354222222,-0.8851433713088849,-1.239008453855173,-0.9316536221384474,-1.1984716299247744,-1.0502991927326577,-1.1724647720621009,0.7275469889120136,0
3,-0.8366485477475326,-0.8190267340012385,-1.1941286909674231,-1.2363515258084132,-1.3197377929212026,-1.1963187289270865,-1.1577073099524957,-0.750942929820115,-1.104672899289895,-0.6916858510974988,-1.0773802667952221,-1.3435897106165138,-1.2380126105211255,-1.1846859498197007,-1.4005743054938602,0.7290471086623976,-1.0715501100990956,-0.83576970157636,1.013304354222222,-0.7310783796659307,-0.8366857204995798,-0.8551217281681989,-1.0115089455543806,-0.5295107265588658,-1.078032495101125,-0.27380273629034013,0
4,-1.1919929177741257,-0.9519297290554372,-1.3004934297344202,-1.2321301553763775,-1.051862292767688,-0.9252097895778029,-0.9138963238628494,-0.9463989572592759,-1.1608193884685973,-0.9681360367123292,-1.0571705533897195,-1.2984333909191335,-1.3984057688792881,-1.3838744929323405,-1.3125745992293392,-0.35985554063788294,-1.3699657146427777,-1.192347286291205,1.013304354222222,-0.9769826590096129,-0.9488084494675321,-0.7140788915727379,-1.035895382646171,-1.0934927398268104,-1.1567260592352717,-0.0512805751342615,0
5,-0.5203286600394686,-0.6698866927044753,-0.6224182200948148,-0.7709776409673098,-0.5671351972518038,-0.06851349937520107,0.003980329651113902,-0.6092235931772101,-0.45898827373481677,-0.8953216530621535,-0.6832908553879193,-0.772275124070772,-0.814116406288839,-0.33271326575343074,-0.3822919901472565,-0.49744079873717595,-0.34208974343676163,-0.5048601747596195,-0.9868703275903381,-0.21038184289957382,-0.5662720800474597,-0.15772610122255343,-0.4831361418989199,-0.40414314573632515,-0.5324237837710426,0.4493942874669154,0
6,-1.1947190016790734,-0.9726695656822011,-1.0478771751628024,-0.7790091450404673,-1.0391063165699013,-0.9313162246805622,-0.9138963238628494,-1.3303925898080886,-1.245039122236651,-0.9225203899173937,-1.1380094070117304,-1.0201607400513473,-1.3067525355317666,-0.8770421203941393,-0.8977188411251671,-0.6108948316107599,-1.2041792676740655,-1.1971551324739376,1.013304354222222,-0.946986204714252,-1.1796493620486102,-1.0114165395508754,-1.1984716299247744,-1.0113265526227457,-1.0990174455368975,1.5620050932473084,0
7,0.01815353198823994,-0.2155908793703765,0.18861291300353614,-0.25544277695492507,-0.26099176850492983,0.684894748206044,0.7712678446979423,0.13364259315554,0.49550204230312495,-0.32200545168330935,0.044258827210178535,0.06124118299376124,0.28572239388141846,0.2743697498045423,0.4222767528426525,0.3511854029183439,0.18842688686311782,-0.002537088269010221,1.013304354222222,0.13444773361183818,-0.2035220745629082,-0.27412284541508125,-0.1010819607942021,-0.2718711466110219,-0.0497699237482774,0.671916448622994,1
8,-1.1376151267585688,-0.8814257201825583,-1.1409463215839248,-1.4084194401851255,-1.3962736501079211,-0.6912032862395346,-0.5912053128618466,-1.0880829718004301,-1.1467827661739218,-1.1870697300324102,-1.2592676874447466,-1.341763014806659,-1.2150993021842451,-0.9866889733637889,-1.0988610268726444,-0.5616286306243167,-1.1710219782803228,-1.1442756512767607,-0.9868703275903381,-0.8512173450621184,-1.1928402713389574,-0.8500889086580965,-1.1415699433772633,-0.8598656167143344,-1.1409873464084423,0.671916448622994,0
9,-0.6964483927857404,-0.5825881492557501,-0.5027578889819434,-0.7659238876331822,-0.8222547212075323,-0.09163405669950601,-0.0031905817044641325,-0.47499725171895435,-0.34669529537741195,-0.6594490683425659,-0.4003548677108814,-0.6871291390540485,-0.4360468187303129,0.06497715494085303,-0.11829287135369264,-0.5843870255106072,-0.4084043222242463,-0.7110118453564147,1.013304354222222,-0.4735258583477624,-0.810303901918885,-0.47954555227605544,-0.5481666408103611,-0.8491446489807847,-0.6635797239946202,0.505024827755935,0
10,-1.1124357937435987,-1.0222590264848372,-1.101059544546301,-0.9122523426267648,-1.204934007141125,-0.8882439843031393,-0.9067254125072715,-1.306799780645613,-1.3152222337100292,-1.08859215095091,-1.127904550308979,-1.11854877239787,-1.3525791522055275,-0.970024711708995,-0.9857185473896884,-0.5949199953129101,-1.104707399492838,-1.1199175829170591,-0.9868703275903381,-0.933262012284051,-1.1532675434679156,-0.7647042438728069,-1.133441131013333,-0.7256115855449997,-1.025570119011694,0.5606553680449547,0
